"start_datetime_utc","end_datetime_utc","creation_datetime_utc","number_of_nights","total_night_cost","total_space_capacity","number_of_guests","lead_time_days","stay_length_days","cancellation_reason","settlement_type","reservation_state","origin","commander_origin","travel_agency","is_online_checkin","nationality_code","gender","classification","age_group","has_email","enterprise_time_zone","business_segment","tier","rate_id","cost_per_night","night_cost_per_unit_capacity","space_occupancy_rate","creation_week_day","rate_name"
"2019-08-21 13:00:00+00","2019-08-22 10:00:00+00","2019-08-19 17:57:51.753463+00",2,"363.10298304",4,4,2,1,NULL,0,3,1,NULL,"Booking.com",0,"SK",1,0,45,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","181.55149152","45.38787288","1.00","Monday","Fully Flexible"
"2019-08-30 13:00:00+00","2019-08-31 10:00:00+00","2019-08-25 11:35:21.702175+00",1,"313.93278742",0,1,5,1,10,0,4,1,NULL,"Mr & Mrs Smith",0,"AS",1,0,0,1,2,"OTA Netto",1,"C0595866-7641-424E-9C53-B2FF82C366F9","313.93278742","313.93278742","1","Sunday","Fully Flexible"
"2019-08-14 10:13:59.08819+00","2019-08-16 10:00:00+00","2019-08-02 17:51:21.727818+00",2,"540.91074695",4,4,12,2,NULL,0,3,1,NULL,"Booking.com",1,"SA",1,0,25,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","270.455373475","67.61384336875","1.00","Friday","Fully Flexible"
"2019-08-26 13:00:00+00","2019-08-28 10:00:00+00","2019-08-21 11:29:11.825975+00",2,"504.12958806",0,4,5,2,10,0,4,1,NULL,"Booking.com",0,"ES",1,0,0,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","252.06479403","63.0161985075","1","Wednesday","Fully Flexible"
"2019-08-22 13:00:00+00","2019-08-25 08:30:48.220711+00","2019-08-20 15:31:25.482732+00",3,"533.19172095",9,9,2,3,NULL,1,3,1,NULL,"Booking.com",0,"IT",1,0,45,1,2,"OTAs",1,"7D843D4A-C386-4293-A80A-9A56504EF4C3","177.73057365","19.747841516666668","1.00","Tuesday","Min 3 nights"
"2019-08-27 13:00:00+00","2019-08-29 10:00:00+00","2019-08-19 15:39:29.045547+00",2,"487.99682372",6,4,8,2,NULL,0,3,1,NULL,"Expedia GB",1,"US",1,0,55,1,2,"OTA Netto",1,"C0595866-7641-424E-9C53-B2FF82C366F9","243.99841186","40.66640197666667","0.67","Monday","Fully Flexible"
"2019-08-05 08:44:21.855591+00","2019-08-07 04:31:37.43975+00","2019-08-04 10:07:11.634552+00",2,"194.05631364",4,2,1,2,NULL,1,3,2,4,NULL,0,"CA",2,32,35,1,2,"Leisure",1,"5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B","97.02815682","24.257039205","0.50","Sunday","Non Refundable BAR BB "
"2019-08-07 13:00:00+00","2019-08-10 10:00:00+00","2019-08-06 22:45:14.13234+00",3,"501.65949974",6,6,0,3,NULL,1,3,1,NULL,"Booking.com",0,"DE",1,0,0,1,2,"OTAs",1,"7D843D4A-C386-4293-A80A-9A56504EF4C3","167.21983324666667","27.869972207777778","1.00","Tuesday","Min 3 nights"
"2019-08-05 13:00:00+00","2019-08-07 06:36:08.942461+00","2019-08-01 14:06:17.33458+00",2,"158.93474534",4,2,4,2,NULL,0,3,2,4,NULL,0,"GB",2,32,35,1,2,"Direct Business",1,"C0595866-7641-424E-9C53-B2FF82C366F9","79.46737267","19.8668431675","0.50","Thursday","Fully Flexible"
"2019-08-26 13:00:00+00","2019-08-28 10:00:00+00","2019-08-13 11:37:09.621282+00",2,"293.94",0,4,13,2,10,0,4,1,NULL,"Expedia GB",0,NULL,1,0,0,1,2,"OTA Netto",1,"C0595866-7641-424E-9C53-B2FF82C366F9","146.97","36.7425","1","Tuesday","Fully Flexible"
"2019-08-27 13:00:00+00","2019-08-28 08:24:40.437544+00","2019-08-27 10:16:33.180481+00",1,"207.44882375",3,2,0,1,NULL,0,3,1,NULL,"Booking.com",0,"SK",1,0,45,0,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","207.44882375","69.14960791666667","0.67","Tuesday","Fully Flexible"
"2019-08-07 12:08:43.36447+00","2019-08-10 10:00:00+00","2019-08-06 03:33:12.765363+00",3,"1112.58181251",6,3,1,3,NULL,0,3,1,NULL,"Booking.com",0,"SA",1,32,25,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","370.86060417","61.810100694999996","0.50","Tuesday","Fully Flexible"
"2019-08-20 13:00:00+00","2019-08-21 08:12:41.871221+00","2019-08-20 14:03:18.235294+00",1,"238.74947418",3,2,0,1,NULL,0,3,1,NULL,"Booking.com",0,"DE",2,0,45,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","238.74947418","79.58315806","0.67","Tuesday","Fully Flexible"
"2019-08-27 09:25:47.929691+00","2019-08-31 10:00:00+00","2019-08-26 23:22:25.840463+00",4,"755.07512332",12,12,0,4,NULL,1,3,2,4,NULL,0,"IL",1,0,45,1,2,"Leisure",1,"5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B","188.76878083","15.730731735833333","1.00","Monday","Non Refundable BAR BB "
"2019-08-25 13:00:00+00","2019-08-26 10:00:00+00","2019-08-08 18:45:13.25033+00",1,"218.49",0,1,17,1,10,0,4,1,NULL,"Booking.com",0,NULL,1,0,0,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","218.49","218.49","1","Thursday","Fully Flexible"
"2019-08-13 13:00:00+00","2019-08-15 07:11:54.764499+00","2019-08-13 13:41:09.003297+00",2,"374.14119022",4,4,0,2,NULL,0,3,1,NULL,"Booking.com",0,"FR",1,0,45,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","187.07059511","46.7676487775","1.00","Tuesday","Fully Flexible"
"2019-08-25 13:00:00+00","2019-08-28 10:00:00+00","2019-08-20 09:11:39.229666+00",3,"715.32213942",0,6,5,3,0,1,4,2,4,NULL,0,"AT",1,0,100,1,2,"Leisure",1,"7D843D4A-C386-4293-A80A-9A56504EF4C3","238.44071313999999","39.74011885666667","1","Tuesday","Min 3 nights"
"2019-08-05 10:54:32.485984+00","2019-08-07 11:00:00+00","2019-08-05 08:25:29.015838+00",2,"189.116137",4,4,0,2,NULL,1,3,2,1,NULL,0,"GB",1,0,25,1,2,"FIT",1,"5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B","94.5580685","23.639517125","1.00","Monday","Non Refundable BAR BB "
"2019-08-24 13:00:00+00","2019-08-25 10:00:00+00","2019-08-17 12:23:35.107034+00",1,"215.82396696",0,1,7,1,10,0,4,1,NULL,"Booking.com",0,"DE",1,0,0,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","215.82396696","215.82396696","1","Saturday","Fully Flexible"
"2019-08-20 13:00:00+00","2019-08-22 05:41:46.32146+00","2019-08-19 09:35:06.935108+00",2,"561.52054637",4,2,1,2,NULL,0,3,1,NULL,"Expedia GB",0,"AT",1,0,35,1,2,"OTA Netto",1,"C0595866-7641-424E-9C53-B2FF82C366F9","280.760273185","70.19006829625","0.50","Monday","Fully Flexible"
"2019-08-14 13:00:00+00","2019-08-15 07:52:48.135486+00","2019-08-06 08:31:27.487476+00",1,"299.99994549",2,1,8,1,NULL,0,3,1,NULL,"Booking.com",0,"GB",1,0,35,0,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","299.99994549","149.999972745","0.50","Tuesday","Fully Flexible"
"2019-08-10 08:31:37.86421+00","2019-08-16 10:00:00+00","2019-08-09 16:37:51.395648+00",6,"1268.31316206",12,12,1,6,NULL,0,3,2,1,NULL,0,"QA",1,0,25,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","211.38552701","17.615460584166666","1.00","Friday","Fully Flexible"
"2019-08-03 08:53:34.287508+00","2019-08-04 07:15:21.245786+00","2019-08-02 13:13:37.405888+00",1,"253.02967228",2,2,1,1,NULL,0,3,1,NULL,"Booking.com",0,"DE",2,0,25,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","253.02967228","126.51483614","1.00","Friday","Fully Flexible"
"2019-08-16 11:05:36.522156+00","2019-08-20 03:55:48.638367+00","2019-08-13 19:33:31.39084+00",4,"707.48732803",8,8,3,4,NULL,1,3,1,NULL,"Agoda",0,"US",2,0,65,1,2,"OTA Netto",1,"352DBBC6-7B8D-4A4C-85A2-951532830D37","176.8718320075","22.1089790009375","1.00","Tuesday","Min 4 nights"
"2019-08-07 13:00:00+00","2019-08-11 07:07:20.998165+00","2019-08-03 20:13:04.534354+00",4,"672.55873538",12,12,4,4,NULL,1,3,1,NULL,"Expedia GB",1,"ES",1,0,45,1,2,"OTA Netto",1,"352DBBC6-7B8D-4A4C-85A2-951532830D37","168.139683845","14.011640320416667","1.00","Saturday","Min 4 nights"
"2019-08-15 13:00:00+00","2019-08-18 06:31:51.86172+00","2019-08-15 10:39:39.292169+00",3,"702.08400983",9,9,0,3,NULL,1,3,1,NULL,"Expedia GB",0,"RU",2,0,55,0,2,"OTA Netto",1,"352DBBC6-7B8D-4A4C-85A2-951532830D37","234.02800327666668","26.003111475185186","1.00","Thursday","Min 4 nights"
"2019-08-18 13:00:00+00","2019-08-21 08:55:55.202993+00","2019-08-16 14:17:37.167197+00",3,"1137.63005188",9,9,2,3,NULL,0,3,1,NULL,"Booking.com",0,"IT",1,0,55,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","379.21001729333335","42.13444636592593","1.00","Friday","Fully Flexible"
"2019-08-22 11:06:23.517016+00","2019-08-25 05:20:53.295975+00","2019-08-20 05:53:20.10247+00",3,"508.45224262",6,3,2,3,NULL,1,3,1,NULL,"Booking.com",1,"AU",1,0,25,1,2,"OTAs",1,"7D843D4A-C386-4293-A80A-9A56504EF4C3","169.48408087333334","28.247346812222222","0.50","Tuesday","Min 3 nights"
"2019-08-28 13:00:00+00","2019-08-31 09:43:18.426835+00","2019-08-27 18:47:22.199402+00",3,"492.89840523",9,6,1,3,NULL,0,3,1,NULL,"Expedia GB",0,"SC",2,0,35,1,2,"OTA Netto",1,"C0595866-7641-424E-9C53-B2FF82C366F9","164.29946841","18.25549649","0.67","Tuesday","Fully Flexible"
"2019-08-15 13:00:00+00","2019-08-18 08:45:22.302813+00","2019-08-15 08:32:00.207676+00",3,"655.69266357",6,6,0,3,NULL,1,3,2,3,NULL,0,"IT",1,0,35,1,2,"Leisure",1,"7D843D4A-C386-4293-A80A-9A56504EF4C3","218.56422119","36.427370198333335","1.00","Thursday","Min 3 nights"
"2019-08-18 13:00:00+00","2019-08-19 10:00:00+00","2019-08-18 15:35:06.424132+00",1,"198.34037307",0,2,0,1,10,0,4,1,NULL,"Booking.com",0,"CZ",1,0,0,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","198.34037307","99.170186535","1","Sunday","Fully Flexible"
"2019-08-16 13:00:00+00","2019-08-18 07:31:45.202284+00","2019-08-14 08:01:09.563162+00",2,"540.33182",4,4,2,2,NULL,0,3,1,NULL,"Booking.com",0,"CH",2,0,35,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","270.16591","67.5414775","1.00","Wednesday","Fully Flexible"
"2019-08-25 13:00:00+00","2019-08-28 10:00:00+00","2019-08-08 12:52:17.53482+00",3,"894.09478158",0,6,17,3,0,0,4,2,4,NULL,0,NULL,0,0,0,0,2,"Leisure",1,"C0595866-7641-424E-9C53-B2FF82C366F9","298.03159386","49.67193231","1","Thursday","Fully Flexible"
"2019-08-24 13:00:00+00","2019-08-27 05:48:40.71909+00","2019-08-23 10:45:21.355643+00",3,"511.15390172",9,9,1,3,NULL,0,3,1,NULL,"Expedia GB",0,"KR",1,0,45,1,2,"OTA Netto",1,"C0595866-7641-424E-9C53-B2FF82C366F9","170.38463390666666","18.93162598962963","1.00","Friday","Fully Flexible"
"2019-08-23 12:17:06.574646+00","2019-08-24 02:07:29.136732+00","2019-08-16 08:23:21.468865+00",1,"228.52176473",2,2,7,1,NULL,0,3,1,NULL,"Booking.com",0,"RU",2,0,25,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","228.52176473","114.260882365","1.00","Friday","Fully Flexible"
"2019-08-21 13:00:00+00","2019-08-23 10:00:00+00","2019-08-21 15:14:25.645588+00",2,"146.2755427",4,4,0,2,NULL,1,3,2,7,"Hotel Tonight Inc.",0,"CH",2,0,35,1,2,"Leisure",1,"5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B","73.13777135","18.2844428375","1.00","Wednesday","Non Refundable BAR BB "
"2019-08-21 13:00:00+00","2019-08-22 05:42:04.186596+00","2019-08-19 14:43:55.937861+00",1,"119.22035657",2,1,2,1,NULL,0,3,2,4,NULL,0,"GB",2,0,35,1,2,"Film",1,"C0595866-7641-424E-9C53-B2FF82C366F9","119.22035657","59.610178285","0.50","Monday","Fully Flexible"
"2019-08-12 12:10:58.62041+00","2019-08-13 08:31:29.254246+00","2019-08-11 14:45:24.015998+00",1,"278.15510191",3,3,1,1,NULL,0,3,1,NULL,"Booking.com",0,"FR",1,0,55,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","278.15510191","92.71836730333332","1.00","Sunday","Fully Flexible"
"2019-08-10 12:53:22.091323+00","2019-08-14 06:28:24.874973+00","2019-08-02 10:17:27.149794+00",4,"1298.45595859",8,4,8,4,NULL,1,3,1,NULL,"Expedia GB",0,"CH",1,0,65,0,2,"OTA Netto",1,"7D843D4A-C386-4293-A80A-9A56504EF4C3","324.6139896475","40.5767487059375","0.50","Friday","Min 3 nights"
"2019-08-29 09:35:57.352565+00","2019-08-30 08:33:19.263255+00","2019-08-29 09:30:39.012137+00",1,"83.44267106",3,2,0,1,NULL,1,3,2,7,"Hotel Tonight Inc.",0,"US",2,0,25,1,2,"Leisure",1,"5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B","83.44267106","27.814223686666665","0.67","Thursday","Non Refundable BAR BB "
"2019-08-25 13:00:00+00","2019-08-30 03:20:27.722212+00","2019-08-20 19:20:40.606784+00",5,"1008.29777125",15,5,5,5,NULL,0,3,1,NULL,"AMTRAV",0,"IE",1,0,35,1,2,"Direct Business",1,"C0595866-7641-424E-9C53-B2FF82C366F9","201.65955424999999","13.443970283333334","0.33","Tuesday","Fully Flexible"
"2019-08-28 13:00:00+00","2019-08-29 06:35:39.76515+00","2019-08-06 10:24:17.340482+00",1,"253.33843332",3,2,22,1,NULL,1,3,2,4,NULL,0,"US",2,0,45,1,2,"Leisure",1,"EDD27B23-7F55-4C77-8FF1-6D755E56434C","253.33843332","84.44614444","0.67","Tuesday","Early - 21 days"
"2019-08-18 10:48:32.827294+00","2019-08-20 06:38:56.714217+00","2019-08-17 19:35:25.204197+00",2,"452.29632847",6,6,1,2,NULL,0,3,1,NULL,"Expedia GB",1,"GB",1,0,25,1,2,"OTA Netto",1,"C0595866-7641-424E-9C53-B2FF82C366F9","226.148164235","37.69136070583333","1.00","Saturday","Fully Flexible"
"2019-08-24 13:00:00+00","2019-08-28 10:00:00+00","2019-08-23 17:59:53.750011+00",4,"953.76285256",0,8,1,4,0,1,4,2,3,NULL,0,NULL,0,0,0,1,2,"Film",1,"352DBBC6-7B8D-4A4C-85A2-951532830D37","238.44071314","29.8050891425","1","Friday","Min 4 nights"
"2019-08-22 13:00:00+00","2019-08-25 01:51:15.745029+00","2019-08-12 04:35:26.261683+00",3,"654.80497558",6,6,10,3,NULL,0,3,1,NULL,"Expedia GB",0,"US",1,0,45,1,2,"OTA Netto",1,"C0595866-7641-424E-9C53-B2FF82C366F9","218.26832519333334","36.37805419888889","1.00","Monday","Fully Flexible"
"2019-08-13 13:00:00+00","2019-08-14 09:57:32.472818+00","2019-08-12 20:21:44.937608+00",1,"203.66650101",2,2,1,1,NULL,0,3,1,NULL,"Booking.com",0,"DE",1,0,35,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","203.66650101","101.833250505","1.00","Monday","Fully Flexible"
"2019-08-19 13:00:00+00","2019-08-20 10:00:00+00","2019-08-19 16:43:45.291954+00",1,"289.0775237",0,1,0,1,5,0,4,1,NULL,NULL,0,"US",1,0,0,1,2,"Leisure",1,"C0595866-7641-424E-9C53-B2FF82C366F9","289.0775237","289.0775237","1","Monday","Fully Flexible"
"2019-08-19 13:00:00+00","2019-08-20 10:00:00+00","2019-08-09 16:23:01.932766+00",1,"158.93474534",0,2,10,1,0,0,4,2,4,NULL,0,"CZ",2,32,45,0,2,"Direct Business",1,"C0595866-7641-424E-9C53-B2FF82C366F9","158.93474534","79.46737267","1","Friday","Fully Flexible"
"2019-08-24 13:00:00+00","2019-08-30 10:00:00+00","2019-08-23 18:50:45.381069+00",6,"1316.28690865",12,6,1,6,NULL,0,3,1,NULL,"LAWYER TRAVEL",0,"US",2,0,25,0,2,"Direct Business",1,"C0595866-7641-424E-9C53-B2FF82C366F9","219.38115144166667","18.28176262013889","0.50","Friday","Fully Flexible"
"2019-08-29 13:00:00+00","2019-08-31 10:00:00+00","2019-08-19 12:17:21.952801+00",2,"425.34",0,4,10,2,10,0,4,1,NULL,"Booking.com",0,NULL,1,0,0,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","212.67","53.1675","1","Monday","Fully Flexible"
"2019-08-24 13:00:00+00","2019-08-25 10:00:00+00","2019-08-19 18:23:16.970821+00",1,"161.48202392",0,1,5,1,10,0,4,1,NULL,"Booking.com",0,"DE",1,0,0,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","161.48202392","161.48202392","1","Monday","Fully Flexible"
"2019-08-24 13:00:00+00","2019-08-25 08:48:57.209639+00","2019-08-09 14:19:02.659048+00",1,"152.18059759",3,2,15,1,NULL,1,3,1,NULL,"Expedia GB",0,"GB",1,0,35,1,2,"OTA Netto",1,"EDD27B23-7F55-4C77-8FF1-6D755E56434C","152.18059759","50.72686586333333","0.67","Friday","Early - 21 days"
"2019-08-21 13:00:00+00","2019-08-24 09:02:32.733902+00","2019-08-01 02:07:18.457314+00",3,"859.47494997",9,6,20,3,NULL,0,3,1,NULL,"Tablet Hotels",0,"US",1,0,45,0,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","286.49164999","31.832405554444446","0.67","Thursday","Fully Flexible"
"2019-08-06 15:00:00+00","2019-08-08 09:54:01.29994+00","2019-08-06 14:57:18.352562+00",2,"430.95322158",6,4,0,2,NULL,0,3,1,NULL,"Booking.com",0,"SA",1,0,0,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","215.47661079","35.912768465","0.67","Tuesday","Fully Flexible"
"2019-08-29 13:00:00+00","2019-08-30 10:00:00+00","2019-08-20 11:57:37.699329+00",1,"188.76878083",0,2,9,1,0,0,4,2,4,NULL,0,"CZ",1,32,45,0,2,"Leisure",1,"C0595866-7641-424E-9C53-B2FF82C366F9","188.76878083","94.384390415","1","Tuesday","Fully Flexible"
"2019-08-20 11:53:01.378245+00","2019-08-21 08:29:45.705161+00","2019-08-20 10:59:10.846777+00",1,"161.48202392",2,1,0,1,NULL,0,3,1,NULL,"Booking.com",1,"CZ",1,0,35,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","161.48202392","80.74101196","0.50","Tuesday","Fully Flexible"
"2019-08-20 13:00:00+00","2019-08-21 11:00:00+00","2019-08-19 17:57:28.503574+00",1,"161.48202392",2,2,1,1,NULL,0,3,1,NULL,"Booking.com",0,"UA",1,0,35,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","161.48202392","80.74101196","1.00","Monday","Fully Flexible"
"2019-08-20 08:12:25.745498+00","2019-08-21 08:44:03.930205+00","2019-08-20 07:53:37.957358+00",2,"172.1342798",4,4,0,1,NULL,1,3,2,4,NULL,0,"US",1,32,35,1,2,"Leisure",1,"5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B","86.0671399","21.516784975","1.00","Tuesday","Non Refundable BAR BB "
"2019-08-25 13:00:00+00","2019-08-30 09:51:02.793058+00","2019-08-20 19:22:13.881679+00",5,"1008.29777125",10,5,5,5,NULL,0,3,1,NULL,"AMTRAV",0,"IE",1,0,25,0,2,"Direct Business",1,"C0595866-7641-424E-9C53-B2FF82C366F9","201.65955424999999","20.165955425","0.50","Tuesday","Fully Flexible"
"2019-08-08 13:00:00+00","2019-08-09 10:00:00+00","2019-08-03 19:29:26.2048+00",4,"604.66990171",8,8,5,1,NULL,1,3,1,NULL,"Expedia GB",0,"US",1,0,55,1,2,"OTA Netto",1,"EDD27B23-7F55-4C77-8FF1-6D755E56434C","151.1674754275","18.8959344284375","1.00","Saturday","Early - 21 days"
"2019-08-29 13:00:00+00","2019-08-30 10:00:00+00","2019-08-20 11:57:37.699329+00",1,"188.76878083",0,2,9,1,0,0,4,2,4,NULL,0,"CZ",1,32,45,0,2,"Leisure",1,"C0595866-7641-424E-9C53-B2FF82C366F9","188.76878083","94.384390415","1","Tuesday","Fully Flexible"
"2019-08-24 13:00:00+00","2019-08-27 10:00:00+00","2019-08-22 15:54:28.971427+00",3,"685.4495088",0,3,2,3,1,0,4,2,4,NULL,0,NULL,0,0,0,0,2,"Leisure",1,"C0595866-7641-424E-9C53-B2FF82C366F9","228.4831696","76.16105653333334","1","Thursday","Fully Flexible"
"2019-08-12 13:00:00+00","2019-08-14 08:07:01.254765+00","2019-08-07 18:05:34.502872+00",2,"492.78261984",4,4,5,2,NULL,0,3,1,NULL,"Booking.com",1,"IT",1,0,55,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","246.39130992","61.59782748","1.00","Wednesday","Fully Flexible"
"2019-08-16 12:56:08.454214+00","2019-08-18 10:00:00+00","2019-08-05 22:59:07.815687+00",2,"666.11334867",4,4,10,2,NULL,0,3,1,NULL,"Booking.com",0,"DE",1,0,25,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","333.056674335","83.26416858375","1.00","Monday","Fully Flexible"
"2019-08-29 13:00:00+00","2019-08-30 10:00:00+00","2019-08-20 11:57:37.699329+00",1,"188.76878083",0,2,9,1,0,0,4,2,4,NULL,0,"CZ",1,32,45,0,2,"Leisure",1,"C0595866-7641-424E-9C53-B2FF82C366F9","188.76878083","94.384390415","1","Tuesday","Fully Flexible"
"2020-01-02 14:00:00+00","2020-01-05 11:00:00+00","2019-10-11 06:38:40.147501+00",3,"201.636782",6,6,83,3,NULL,1,1,2,1,NULL,0,NULL,0,0,0,0,2,"FIT",1,"F9842BC5-4135-4008-9554-43D1C12DDEDD","67.21226066666667","11.202043444444445","1.00","Friday","Early - 60 days"
"2019-08-27 13:00:00+00","2019-08-29 10:00:00+00","2019-08-01 20:31:12.950919+00",2,"464.10643825",0,2,26,2,10,0,4,1,NULL,"Booking.com",0,"PL",1,0,0,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","232.053219125","116.0266095625","1","Thursday","Fully Flexible"
"2019-08-29 13:00:00+00","2019-08-30 10:00:00+00","2019-08-20 11:57:37.699329+00",1,"188.76878083",0,2,9,1,0,0,4,2,4,NULL,0,"CZ",1,32,45,0,2,"Leisure",1,"C0595866-7641-424E-9C53-B2FF82C366F9","188.76878083","94.384390415","1","Tuesday","Fully Flexible"
"2019-08-29 13:00:00+00","2019-08-31 10:00:00+00","2019-08-21 13:29:41.593346+00",2,"411.15391989",0,4,8,2,10,0,4,1,NULL,"Booking.com",0,"ES",1,0,0,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","205.576959945","51.39423998625","1","Wednesday","Fully Flexible"
"2019-08-12 13:00:00+00","2019-08-13 10:00:00+00","2019-08-02 07:56:59.791124+00",1,"265.03275771",0,1,10,1,10,0,4,1,NULL,NULL,0,"DE",0,32,0,1,2,"Leisure",1,"C0595866-7641-424E-9C53-B2FF82C366F9","265.03275771","265.03275771","1","Friday","Fully Flexible"
"2019-08-23 09:00:00+00","2019-08-27 07:28:52.596325+00","2019-08-16 01:23:07.429867+00",4,"668.39046134",8,8,7,4,NULL,0,3,1,NULL,"Expedia GB",1,"US",1,0,35,1,2,"OTA Netto",1,"C0595866-7641-424E-9C53-B2FF82C366F9","167.097615335","20.887201916875","1.00","Friday","Fully Flexible"
"2019-08-10 08:42:49.641556+00","2019-08-12 05:02:28.850498+00","2019-08-03 12:25:09.013845+00",2,"593.2071481",6,6,7,2,NULL,0,3,1,NULL,"Booking.com",0,"US",1,0,55,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","296.60357405","49.43392900833334","1.00","Saturday","Fully Flexible"
"2019-08-17 13:00:00+00","2019-08-18 06:37:01.221678+00","2019-08-15 19:28:18.343034+00",1,"245.92816836",2,2,2,1,NULL,0,3,1,NULL,"Booking.com",0,"CZ",1,0,25,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","245.92816836","122.96408418","1.00","Thursday","Fully Flexible"
"2019-08-06 13:00:00+00","2019-08-07 04:23:40.90574+00","2019-08-06 09:11:30.069587+00",1,"118.21688319",2,1,0,1,NULL,1,3,2,1,NULL,0,"AT",1,0,55,0,2,"Leisure",1,"5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B","118.21688319","59.108441595","0.50","Tuesday","Non Refundable BAR BB "
"2019-08-24 13:00:00+00","2019-08-26 09:27:12.384306+00","2019-08-19 14:31:21.972795+00",2,"423.46576636",4,4,5,2,NULL,0,3,1,NULL,"Booking.com",1,"GB",1,0,45,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","211.73288318","52.933220795","1.00","Monday","Fully Flexible"
"2019-08-25 13:00:00+00","2019-08-26 10:00:00+00","2019-08-12 16:22:29.292304+00",1,"153.33845149",0,1,13,1,5,0,4,1,NULL,"Expedia GB",0,NULL,1,0,0,1,2,"OTA Netto",1,"C0595866-7641-424E-9C53-B2FF82C366F9","153.33845149","153.33845149","1","Monday","Fully Flexible"
"2019-08-19 10:52:07.816736+00","2019-08-21 10:00:00+00","2019-08-19 06:52:46.653619+00",2,"141.48974658",4,4,0,2,NULL,1,3,2,1,NULL,0,"DE",2,0,35,0,2,"FIT",1,"5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B","70.74487329","17.6862183225","1.00","Monday","Non Refundable BAR BB "
"2019-08-17 12:31:48.277485+00","2019-08-18 10:00:00+00","2019-08-16 09:11:50.972396+00",1,"298.61052081",2,2,1,1,NULL,0,3,1,NULL,"Booking.com",0,"CZ",1,0,35,1,2,"OTAs",1,"C0595866-7641-424E-9C53-B2FF82C366F9","298.61052081","149.305260405","1.00","Friday","Fully Flexible"
"2019-08-29 06:50:26.372537+00","2019-08-30 07:07:26.878962+00","2019-08-28 14:17:05.774342+00",1,"132.3812959",2,2,1,1,NULL,1,3,2,7,"Hotel Tonight Inc.",0,"US",1,32,25,0,2,"Leisure",1,"5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B","132.3812959","66.19064795","1.00","Wednesday","Non Refundable BAR BB "
"2019-08-01 13:00:00+00","2019-08-03 10:46:04.965098+00","2019-08-01 16:55:14.992011+00",2,"315.39940236",6,4,0,2,NULL,1,3,1,NULL,"Expedia GB",0,"US",1,0,35,1,2,"OTA Netto",1,"5CDDFCD3-F5B9-4C21-93AF-F6219B407A7B","157.69970118","26.283283530000002","0.67","Thursday","Non Refundable BAR BB "
